vector_id,video_name,frame_path,frame_pos
324,video_109,c:\Crawl\video_retrieval_project\data\masks\video_109_frame000129.jpg,129
325,video_109,c:\Crawl\video_retrieval_project\data\masks\video_109_frame000258.jpg,258
326,video_109,c:\Crawl\video_retrieval_project\data\masks\video_109_frame000387.jpg,387
327,video_110,c:\Crawl\video_retrieval_project\data\masks\video_110_frame000115.jpg,115
328,video_110,c:\Crawl\video_retrieval_project\data\masks\video_110_frame000230.jpg,230
329,video_110,c:\Crawl\video_retrieval_project\data\masks\video_110_frame000345.jpg,345
330,video_111,c:\Crawl\video_retrieval_project\data\masks\video_111_frame000120.jpg,120
331,video_111,c:\Crawl\video_retrieval_project\data\masks\video_111_frame000240.jpg,240
332,video_111,c:\Crawl\video_retrieval_project\data\masks\video_111_frame000360.jpg,360
333,video_112,c:\Crawl\video_retrieval_project\data\masks\video_112_frame000256.jpg,256
334,video_112,c:\Crawl\video_retrieval_project\data\masks\video_112_frame000512.jpg,512
335,video_112,c:\Crawl\video_retrieval_project\data\masks\video_112_frame000768.jpg,768
336,video_113,c:\Crawl\video_retrieval_project\data\masks\video_113_frame000118.jpg,118
337,video_113,c:\Crawl\video_retrieval_project\data\masks\video_113_frame000236.jpg,236
338,video_113,c:\Crawl\video_retrieval_project\data\masks\video_113_frame000354.jpg,354
339,video_114,c:\Crawl\video_retrieval_project\data\masks\video_114_frame000589.jpg,589
340,video_114,c:\Crawl\video_retrieval_project\data\masks\video_114_frame001178.jpg,1178
341,video_114,c:\Crawl\video_retrieval_project\data\masks\video_114_frame001767.jpg,1767
342,video_115,c:\Crawl\video_retrieval_project\data\masks\video_115_frame000224.jpg,224
343,video_115,c:\Crawl\video_retrieval_project\data\masks\video_115_frame000448.jpg,448
344,video_115,c:\Crawl\video_retrieval_project\data\masks\video_115_frame000672.jpg,672
345,video_116,c:\Crawl\video_retrieval_project\data\masks\video_116_frame000105.jpg,105
346,video_116,c:\Crawl\video_retrieval_project\data\masks\video_116_frame000210.jpg,210
347,video_116,c:\Crawl\video_retrieval_project\data\masks\video_116_frame000315.jpg,315
348,video_117,c:\Crawl\video_retrieval_project\data\masks\video_117_frame000122.jpg,122
349,video_117,c:\Crawl\video_retrieval_project\data\masks\video_117_frame000244.jpg,244
350,video_117,c:\Crawl\video_retrieval_project\data\masks\video_117_frame000366.jpg,366
351,video_118,c:\Crawl\video_retrieval_project\data\masks\video_118_frame000086.jpg,86
352,video_118,c:\Crawl\video_retrieval_project\data\masks\video_118_frame000172.jpg,172
353,video_118,c:\Crawl\video_retrieval_project\data\masks\video_118_frame000258.jpg,258
354,video_119,c:\Crawl\video_retrieval_project\data\masks\video_119_frame000188.jpg,188
355,video_119,c:\Crawl\video_retrieval_project\data\masks\video_119_frame000376.jpg,376
356,video_119,c:\Crawl\video_retrieval_project\data\masks\video_119_frame000564.jpg,564
357,video_120,c:\Crawl\video_retrieval_project\data\masks\video_120_frame000290.jpg,290
358,video_120,c:\Crawl\video_retrieval_project\data\masks\video_120_frame000580.jpg,580
359,video_120,c:\Crawl\video_retrieval_project\data\masks\video_120_frame000870.jpg,870
360,video_121,c:\Crawl\video_retrieval_project\data\masks\video_121_frame000300.jpg,300
361,video_121,c:\Crawl\video_retrieval_project\data\masks\video_121_frame000600.jpg,600
362,video_121,c:\Crawl\video_retrieval_project\data\masks\video_121_frame000900.jpg,900
363,video_122,c:\Crawl\video_retrieval_project\data\masks\video_122_frame000151.jpg,151
364,video_122,c:\Crawl\video_retrieval_project\data\masks\video_122_frame000302.jpg,302
365,video_122,c:\Crawl\video_retrieval_project\data\masks\video_122_frame000453.jpg,453
366,video_123,c:\Crawl\video_retrieval_project\data\masks\video_123_frame000086.jpg,86
367,video_123,c:\Crawl\video_retrieval_project\data\masks\video_123_frame000172.jpg,172
368,video_123,c:\Crawl\video_retrieval_project\data\masks\video_123_frame000258.jpg,258
369,video_124,c:\Crawl\video_retrieval_project\data\masks\video_124_frame000075.jpg,75
370,video_124,c:\Crawl\video_retrieval_project\data\masks\video_124_frame000150.jpg,150
371,video_124,c:\Crawl\video_retrieval_project\data\masks\video_124_frame000225.jpg,225
372,video_125,c:\Crawl\video_retrieval_project\data\masks\video_125_frame000321.jpg,321
373,video_125,c:\Crawl\video_retrieval_project\data\masks\video_125_frame000642.jpg,642
374,video_125,c:\Crawl\video_retrieval_project\data\masks\video_125_frame000963.jpg,963
375,video_126,c:\Crawl\video_retrieval_project\data\masks\video_126_frame000725.jpg,725
376,video_126,c:\Crawl\video_retrieval_project\data\masks\video_126_frame001450.jpg,1450
377,video_126,c:\Crawl\video_retrieval_project\data\masks\video_126_frame002175.jpg,2175
378,video_127,c:\Crawl\video_retrieval_project\data\masks\video_127_frame000180.jpg,180
379,video_127,c:\Crawl\video_retrieval_project\data\masks\video_127_frame000360.jpg,360
380,video_127,c:\Crawl\video_retrieval_project\data\masks\video_127_frame000540.jpg,540
381,video_128,c:\Crawl\video_retrieval_project\data\masks\video_128_frame000387.jpg,387
382,video_128,c:\Crawl\video_retrieval_project\data\masks\video_128_frame000774.jpg,774
383,video_128,c:\Crawl\video_retrieval_project\data\masks\video_128_frame001161.jpg,1161
384,video_129,c:\Crawl\video_retrieval_project\data\masks\video_129_frame000125.jpg,125
385,video_129,c:\Crawl\video_retrieval_project\data\masks\video_129_frame000250.jpg,250
386,video_129,c:\Crawl\video_retrieval_project\data\masks\video_129_frame000375.jpg,375
387,video_130,c:\Crawl\video_retrieval_project\data\masks\video_130_frame000202.jpg,202
388,video_130,c:\Crawl\video_retrieval_project\data\masks\video_130_frame000390.jpg,390
389,video_130,c:\Crawl\video_retrieval_project\data\masks\video_130_frame000578.jpg,578
390,video_131,c:\Crawl\video_retrieval_project\data\masks\video_131_frame000106.jpg,106
391,video_131,c:\Crawl\video_retrieval_project\data\masks\video_131_frame000212.jpg,212
392,video_131,c:\Crawl\video_retrieval_project\data\masks\video_131_frame000318.jpg,318
393,video_132,c:\Crawl\video_retrieval_project\data\masks\video_132_frame000112.jpg,112
394,video_132,c:\Crawl\video_retrieval_project\data\masks\video_132_frame000224.jpg,224
395,video_132,c:\Crawl\video_retrieval_project\data\masks\video_132_frame000336.jpg,336
396,video_133,c:\Crawl\video_retrieval_project\data\masks\video_133_frame000134.jpg,134
397,video_133,c:\Crawl\video_retrieval_project\data\masks\video_133_frame000268.jpg,268
398,video_133,c:\Crawl\video_retrieval_project\data\masks\video_133_frame000402.jpg,402
399,video_134,c:\Crawl\video_retrieval_project\data\masks\video_134_frame000345.jpg,345
400,video_134,c:\Crawl\video_retrieval_project\data\masks\video_134_frame000690.jpg,690
401,video_134,c:\Crawl\video_retrieval_project\data\masks\video_134_frame001035.jpg,1035
402,video_135,c:\Crawl\video_retrieval_project\data\masks\video_135_frame000206.jpg,206
403,video_135,c:\Crawl\video_retrieval_project\data\masks\video_135_frame000412.jpg,412
404,video_135,c:\Crawl\video_retrieval_project\data\masks\video_135_frame000618.jpg,618
405,video_136,c:\Crawl\video_retrieval_project\data\masks\video_136_frame000270.jpg,270
406,video_136,c:\Crawl\video_retrieval_project\data\masks\video_136_frame000540.jpg,540
407,video_136,c:\Crawl\video_retrieval_project\data\masks\video_136_frame000810.jpg,810
408,video_137,c:\Crawl\video_retrieval_project\data\masks\video_137_frame000165.jpg,165
409,video_137,c:\Crawl\video_retrieval_project\data\masks\video_137_frame000330.jpg,330
410,video_137,c:\Crawl\video_retrieval_project\data\masks\video_137_frame000495.jpg,495
411,video_138,c:\Crawl\video_retrieval_project\data\masks\video_138_frame000266.jpg,266
412,video_138,c:\Crawl\video_retrieval_project\data\masks\video_138_frame000532.jpg,532
413,video_138,c:\Crawl\video_retrieval_project\data\masks\video_138_frame000798.jpg,798
414,video_139,c:\Crawl\video_retrieval_project\data\masks\video_139_frame000173.jpg,173
415,video_139,c:\Crawl\video_retrieval_project\data\masks\video_139_frame000346.jpg,346
416,video_139,c:\Crawl\video_retrieval_project\data\masks\video_139_frame000519.jpg,519
417,video_140,c:\Crawl\video_retrieval_project\data\masks\video_140_frame000225.jpg,225
418,video_140,c:\Crawl\video_retrieval_project\data\masks\video_140_frame000450.jpg,450
419,video_140,c:\Crawl\video_retrieval_project\data\masks\video_140_frame000675.jpg,675
420,video_141,c:\Crawl\video_retrieval_project\data\masks\video_141_frame000083.jpg,83
421,video_141,c:\Crawl\video_retrieval_project\data\masks\video_141_frame000166.jpg,166
422,video_141,c:\Crawl\video_retrieval_project\data\masks\video_141_frame000249.jpg,249
423,video_142,c:\Crawl\video_retrieval_project\data\masks\video_142_frame000175.jpg,175
424,video_142,c:\Crawl\video_retrieval_project\data\masks\video_142_frame000350.jpg,350
425,video_142,c:\Crawl\video_retrieval_project\data\masks\video_142_frame000525.jpg,525
426,video_143,c:\Crawl\video_retrieval_project\data\masks\video_143_frame000360.jpg,360
427,video_143,c:\Crawl\video_retrieval_project\data\masks\video_143_frame000720.jpg,720
428,video_143,c:\Crawl\video_retrieval_project\data\masks\video_143_frame001080.jpg,1080
429,video_144,c:\Crawl\video_retrieval_project\data\masks\video_144_frame000069.jpg,69
430,video_144,c:\Crawl\video_retrieval_project\data\masks\video_144_frame000138.jpg,138
431,video_144,c:\Crawl\video_retrieval_project\data\masks\video_144_frame000207.jpg,207
432,video_145,c:\Crawl\video_retrieval_project\data\masks\video_145_frame000131.jpg,131
433,video_145,c:\Crawl\video_retrieval_project\data\masks\video_145_frame000262.jpg,262
434,video_145,c:\Crawl\video_retrieval_project\data\masks\video_145_frame000393.jpg,393
435,video_146,c:\Crawl\video_retrieval_project\data\masks\video_146_frame000173.jpg,173
436,video_146,c:\Crawl\video_retrieval_project\data\masks\video_146_frame000346.jpg,346
437,video_146,c:\Crawl\video_retrieval_project\data\masks\video_146_frame000519.jpg,519
438,video_147,c:\Crawl\video_retrieval_project\data\masks\video_147_frame000229.jpg,229
439,video_147,c:\Crawl\video_retrieval_project\data\masks\video_147_frame000458.jpg,458
440,video_147,c:\Crawl\video_retrieval_project\data\masks\video_147_frame000687.jpg,687
441,video_148,c:\Crawl\video_retrieval_project\data\masks\video_148_frame000191.jpg,191
442,video_148,c:\Crawl\video_retrieval_project\data\masks\video_148_frame000382.jpg,382
443,video_148,c:\Crawl\video_retrieval_project\data\masks\video_148_frame000573.jpg,573
444,video_149,c:\Crawl\video_retrieval_project\data\masks\video_149_frame000252.jpg,252
445,video_149,c:\Crawl\video_retrieval_project\data\masks\video_149_frame000504.jpg,504
446,video_149,c:\Crawl\video_retrieval_project\data\masks\video_149_frame000756.jpg,756
447,video_150,c:\Crawl\video_retrieval_project\data\masks\video_150_frame000152.jpg,152
448,video_150,c:\Crawl\video_retrieval_project\data\masks\video_150_frame000304.jpg,304
449,video_150,c:\Crawl\video_retrieval_project\data\masks\video_150_frame000456.jpg,456
450,video_151,c:\Crawl\video_retrieval_project\data\masks\video_151_frame000144.jpg,144
451,video_151,c:\Crawl\video_retrieval_project\data\masks\video_151_frame000288.jpg,288
452,video_151,c:\Crawl\video_retrieval_project\data\masks\video_151_frame000432.jpg,432
453,video_152,c:\Crawl\video_retrieval_project\data\masks\video_152_frame000316.jpg,316
454,video_152,c:\Crawl\video_retrieval_project\data\masks\video_152_frame000632.jpg,632
455,video_152,c:\Crawl\video_retrieval_project\data\masks\video_152_frame000948.jpg,948
456,video_153,c:\Crawl\video_retrieval_project\data\masks\video_153_frame000083.jpg,83
457,video_153,c:\Crawl\video_retrieval_project\data\masks\video_153_frame000166.jpg,166
458,video_153,c:\Crawl\video_retrieval_project\data\masks\video_153_frame000249.jpg,249
459,video_154,c:\Crawl\video_retrieval_project\data\masks\video_154_frame000168.jpg,168
460,video_154,c:\Crawl\video_retrieval_project\data\masks\video_154_frame000336.jpg,336
461,video_154,c:\Crawl\video_retrieval_project\data\masks\video_154_frame000504.jpg,504
462,video_155,c:\Crawl\video_retrieval_project\data\masks\video_155_frame000302.jpg,302
463,video_155,c:\Crawl\video_retrieval_project\data\masks\video_155_frame000604.jpg,604
464,video_155,c:\Crawl\video_retrieval_project\data\masks\video_155_frame000906.jpg,906
465,video_156,c:\Crawl\video_retrieval_project\data\masks\video_156_frame000178.jpg,178
466,video_156,c:\Crawl\video_retrieval_project\data\masks\video_156_frame000356.jpg,356
467,video_156,c:\Crawl\video_retrieval_project\data\masks\video_156_frame000534.jpg,534
468,video_157,c:\Crawl\video_retrieval_project\data\masks\video_157_frame000350.jpg,350
469,video_157,c:\Crawl\video_retrieval_project\data\masks\video_157_frame000700.jpg,700
470,video_157,c:\Crawl\video_retrieval_project\data\masks\video_157_frame001050.jpg,1050
471,video_158,c:\Crawl\video_retrieval_project\data\masks\video_158_frame000039.jpg,39
472,video_158,c:\Crawl\video_retrieval_project\data\masks\video_158_frame000078.jpg,78
473,video_158,c:\Crawl\video_retrieval_project\data\masks\video_158_frame000117.jpg,117
474,video_158,c:\Crawl\video_retrieval_project\data\masks\video_158_frame000196.jpg,196
475,video_158,c:\Crawl\video_retrieval_project\data\masks\video_158_frame000235.jpg,235
476,video_158,c:\Crawl\video_retrieval_project\data\masks\video_158_frame000274.jpg,274
477,video_158,c:\Crawl\video_retrieval_project\data\masks\video_158_frame000353.jpg,353
478,video_158,c:\Crawl\video_retrieval_project\data\masks\video_158_frame000392.jpg,392
479,video_158,c:\Crawl\video_retrieval_project\data\masks\video_158_frame000431.jpg,431
480,video_158,c:\Crawl\video_retrieval_project\data\masks\video_158_frame000510.jpg,510
481,video_158,c:\Crawl\video_retrieval_project\data\masks\video_158_frame000549.jpg,549
482,video_158,c:\Crawl\video_retrieval_project\data\masks\video_158_frame000588.jpg,588
483,video_159,c:\Crawl\video_retrieval_project\data\masks\video_159_frame000083.jpg,83
484,video_159,c:\Crawl\video_retrieval_project\data\masks\video_159_frame000166.jpg,166
485,video_159,c:\Crawl\video_retrieval_project\data\masks\video_159_frame000249.jpg,249
486,video_160,c:\Crawl\video_retrieval_project\data\masks\video_160_frame000670.jpg,670
487,video_160,c:\Crawl\video_retrieval_project\data\masks\video_160_frame001340.jpg,1340
488,video_160,c:\Crawl\video_retrieval_project\data\masks\video_160_frame002010.jpg,2010
489,video_161,c:\Crawl\video_retrieval_project\data\masks\video_161_frame000210.jpg,210
490,video_161,c:\Crawl\video_retrieval_project\data\masks\video_161_frame000420.jpg,420
491,video_161,c:\Crawl\video_retrieval_project\data\masks\video_161_frame000630.jpg,630
492,video_162,c:\Crawl\video_retrieval_project\data\masks\video_162_frame000259.jpg,259
493,video_162,c:\Crawl\video_retrieval_project\data\masks\video_162_frame000518.jpg,518
494,video_162,c:\Crawl\video_retrieval_project\data\masks\video_162_frame000777.jpg,777
495,video_163,c:\Crawl\video_retrieval_project\data\masks\video_163_frame000105.jpg,105
496,video_163,c:\Crawl\video_retrieval_project\data\masks\video_163_frame000210.jpg,210
497,video_163,c:\Crawl\video_retrieval_project\data\masks\video_163_frame000315.jpg,315
498,video_164,c:\Crawl\video_retrieval_project\data\masks\video_164_frame000095.jpg,95
499,video_164,c:\Crawl\video_retrieval_project\data\masks\video_164_frame000190.jpg,190
500,video_164,c:\Crawl\video_retrieval_project\data\masks\video_164_frame000285.jpg,285
501,video_165,c:\Crawl\video_retrieval_project\data\masks\video_165_frame000057.jpg,57
502,video_165,c:\Crawl\video_retrieval_project\data\masks\video_165_frame000114.jpg,114
503,video_165,c:\Crawl\video_retrieval_project\data\masks\video_165_frame000171.jpg,171
504,video_166,c:\Crawl\video_retrieval_project\data\masks\video_166_frame000138.jpg,138
505,video_166,c:\Crawl\video_retrieval_project\data\masks\video_166_frame000276.jpg,276
506,video_166,c:\Crawl\video_retrieval_project\data\masks\video_166_frame000414.jpg,414
507,video_167,c:\Crawl\video_retrieval_project\data\masks\video_167_frame000150.jpg,150
508,video_167,c:\Crawl\video_retrieval_project\data\masks\video_167_frame000300.jpg,300
509,video_167,c:\Crawl\video_retrieval_project\data\masks\video_167_frame000450.jpg,450
510,video_168,c:\Crawl\video_retrieval_project\data\masks\video_168_frame000204.jpg,204
511,video_168,c:\Crawl\video_retrieval_project\data\masks\video_168_frame000408.jpg,408
512,video_168,c:\Crawl\video_retrieval_project\data\masks\video_168_frame000612.jpg,612
513,video_169,c:\Crawl\video_retrieval_project\data\masks\video_169_frame000198.jpg,198
514,video_169,c:\Crawl\video_retrieval_project\data\masks\video_169_frame000396.jpg,396
515,video_169,c:\Crawl\video_retrieval_project\data\masks\video_169_frame000594.jpg,594
516,video_170,c:\Crawl\video_retrieval_project\data\masks\video_170_frame000058.jpg,58
517,video_170,c:\Crawl\video_retrieval_project\data\masks\video_170_frame000116.jpg,116
518,video_170,c:\Crawl\video_retrieval_project\data\masks\video_170_frame000174.jpg,174
519,video_170,c:\Crawl\video_retrieval_project\data\masks\video_170_frame000277.jpg,277
520,video_170,c:\Crawl\video_retrieval_project\data\masks\video_170_frame000319.jpg,319
521,video_170,c:\Crawl\video_retrieval_project\data\masks\video_170_frame000361.jpg,361
522,video_171,c:\Crawl\video_retrieval_project\data\masks\video_171_frame000104.jpg,104
523,video_171,c:\Crawl\video_retrieval_project\data\masks\video_171_frame000208.jpg,208
524,video_171,c:\Crawl\video_retrieval_project\data\masks\video_171_frame000312.jpg,312
525,video_172,c:\Crawl\video_retrieval_project\data\masks\video_172_frame000013.jpg,13
526,video_172,c:\Crawl\video_retrieval_project\data\masks\video_172_frame000302.jpg,302
527,video_172,c:\Crawl\video_retrieval_project\data\masks\video_172_frame000578.jpg,578
528,video_172,c:\Crawl\video_retrieval_project\data\masks\video_172_frame000854.jpg,854
529,video_173,c:\Crawl\video_retrieval_project\data\masks\video_173_frame000113.jpg,113
530,video_173,c:\Crawl\video_retrieval_project\data\masks\video_173_frame000226.jpg,226
531,video_173,c:\Crawl\video_retrieval_project\data\masks\video_173_frame000339.jpg,339
532,video_174,c:\Crawl\video_retrieval_project\data\masks\video_174_frame000193.jpg,193
533,video_174,c:\Crawl\video_retrieval_project\data\masks\video_174_frame000386.jpg,386
534,video_174,c:\Crawl\video_retrieval_project\data\masks\video_174_frame000579.jpg,579
535,video_175,c:\Crawl\video_retrieval_project\data\masks\video_175_frame000080.jpg,80
536,video_175,c:\Crawl\video_retrieval_project\data\masks\video_175_frame000160.jpg,160
537,video_175,c:\Crawl\video_retrieval_project\data\masks\video_175_frame000240.jpg,240
538,video_176,c:\Crawl\video_retrieval_project\data\masks\video_176_frame000075.jpg,75
539,video_176,c:\Crawl\video_retrieval_project\data\masks\video_176_frame000150.jpg,150
540,video_176,c:\Crawl\video_retrieval_project\data\masks\video_176_frame000225.jpg,225
541,video_177,c:\Crawl\video_retrieval_project\data\masks\video_177_frame000098.jpg,98
542,video_177,c:\Crawl\video_retrieval_project\data\masks\video_177_frame000196.jpg,196
543,video_177,c:\Crawl\video_retrieval_project\data\masks\video_177_frame000294.jpg,294
544,video_178,c:\Crawl\video_retrieval_project\data\masks\video_178_frame000112.jpg,112
545,video_178,c:\Crawl\video_retrieval_project\data\masks\video_178_frame000224.jpg,224
546,video_178,c:\Crawl\video_retrieval_project\data\masks\video_178_frame000336.jpg,336
547,video_179,c:\Crawl\video_retrieval_project\data\masks\video_179_frame000135.jpg,135
548,video_179,c:\Crawl\video_retrieval_project\data\masks\video_179_frame000270.jpg,270
549,video_179,c:\Crawl\video_retrieval_project\data\masks\video_179_frame000405.jpg,405
550,video_180,c:\Crawl\video_retrieval_project\data\masks\video_180_frame000215.jpg,215
551,video_180,c:\Crawl\video_retrieval_project\data\masks\video_180_frame000430.jpg,430
552,video_180,c:\Crawl\video_retrieval_project\data\masks\video_180_frame000645.jpg,645
553,video_181,c:\Crawl\video_retrieval_project\data\masks\video_181_frame000120.jpg,120
554,video_181,c:\Crawl\video_retrieval_project\data\masks\video_181_frame000240.jpg,240
555,video_181,c:\Crawl\video_retrieval_project\data\masks\video_181_frame000360.jpg,360
556,video_182,c:\Crawl\video_retrieval_project\data\masks\video_182_frame000255.jpg,255
557,video_182,c:\Crawl\video_retrieval_project\data\masks\video_182_frame000510.jpg,510
558,video_182,c:\Crawl\video_retrieval_project\data\masks\video_182_frame000765.jpg,765
559,video_183,c:\Crawl\video_retrieval_project\data\masks\video_183_frame000180.jpg,180
560,video_183,c:\Crawl\video_retrieval_project\data\masks\video_183_frame000360.jpg,360
561,video_183,c:\Crawl\video_retrieval_project\data\masks\video_183_frame000540.jpg,540
562,video_184,c:\Crawl\video_retrieval_project\data\masks\video_184_frame000138.jpg,138
563,video_184,c:\Crawl\video_retrieval_project\data\masks\video_184_frame000276.jpg,276
564,video_184,c:\Crawl\video_retrieval_project\data\masks\video_184_frame000414.jpg,414
565,video_185,c:\Crawl\video_retrieval_project\data\masks\video_185_frame000120.jpg,120
566,video_185,c:\Crawl\video_retrieval_project\data\masks\video_185_frame000240.jpg,240
567,video_185,c:\Crawl\video_retrieval_project\data\masks\video_185_frame000360.jpg,360
568,video_186,c:\Crawl\video_retrieval_project\data\masks\video_186_frame000090.jpg,90
569,video_186,c:\Crawl\video_retrieval_project\data\masks\video_186_frame000180.jpg,180
570,video_186,c:\Crawl\video_retrieval_project\data\masks\video_186_frame000270.jpg,270
571,video_187,c:\Crawl\video_retrieval_project\data\masks\video_187_frame000126.jpg,126
572,video_187,c:\Crawl\video_retrieval_project\data\masks\video_187_frame000252.jpg,252
573,video_187,c:\Crawl\video_retrieval_project\data\masks\video_187_frame000378.jpg,378
574,video_188,c:\Crawl\video_retrieval_project\data\masks\video_188_frame000149.jpg,149
575,video_188,c:\Crawl\video_retrieval_project\data\masks\video_188_frame000298.jpg,298
576,video_188,c:\Crawl\video_retrieval_project\data\masks\video_188_frame000447.jpg,447
577,video_189,c:\Crawl\video_retrieval_project\data\masks\video_189_frame000086.jpg,86
578,video_189,c:\Crawl\video_retrieval_project\data\masks\video_189_frame000172.jpg,172
579,video_189,c:\Crawl\video_retrieval_project\data\masks\video_189_frame000258.jpg,258
580,video_190,c:\Crawl\video_retrieval_project\data\masks\video_190_frame000155.jpg,155
581,video_190,c:\Crawl\video_retrieval_project\data\masks\video_190_frame000310.jpg,310
582,video_190,c:\Crawl\video_retrieval_project\data\masks\video_190_frame000465.jpg,465
583,video_191,c:\Crawl\video_retrieval_project\data\masks\video_191_frame000116.jpg,116
584,video_191,c:\Crawl\video_retrieval_project\data\masks\video_191_frame000232.jpg,232
585,video_191,c:\Crawl\video_retrieval_project\data\masks\video_191_frame000348.jpg,348
586,video_192,c:\Crawl\video_retrieval_project\data\masks\video_192_frame000116.jpg,116
587,video_192,c:\Crawl\video_retrieval_project\data\masks\video_192_frame000232.jpg,232
588,video_192,c:\Crawl\video_retrieval_project\data\masks\video_192_frame000348.jpg,348
589,video_193,c:\Crawl\video_retrieval_project\data\masks\video_193_frame000058.jpg,58
590,video_193,c:\Crawl\video_retrieval_project\data\masks\video_193_frame000116.jpg,116
591,video_193,c:\Crawl\video_retrieval_project\data\masks\video_193_frame000174.jpg,174
592,video_194,c:\Crawl\video_retrieval_project\data\masks\video_194_frame000054.jpg,54
593,video_194,c:\Crawl\video_retrieval_project\data\masks\video_194_frame000108.jpg,108
594,video_194,c:\Crawl\video_retrieval_project\data\masks\video_194_frame000162.jpg,162
595,video_195,c:\Crawl\video_retrieval_project\data\masks\video_195_frame000150.jpg,150
596,video_195,c:\Crawl\video_retrieval_project\data\masks\video_195_frame000300.jpg,300
597,video_195,c:\Crawl\video_retrieval_project\data\masks\video_195_frame000450.jpg,450
598,video_196,c:\Crawl\video_retrieval_project\data\masks\video_196_frame000192.jpg,192
599,video_196,c:\Crawl\video_retrieval_project\data\masks\video_196_frame000384.jpg,384
600,video_196,c:\Crawl\video_retrieval_project\data\masks\video_196_frame000576.jpg,576
601,video_197,c:\Crawl\video_retrieval_project\data\masks\video_197_frame000076.jpg,76
602,video_197,c:\Crawl\video_retrieval_project\data\masks\video_197_frame000152.jpg,152
603,video_197,c:\Crawl\video_retrieval_project\data\masks\video_197_frame000228.jpg,228
604,video_198,c:\Crawl\video_retrieval_project\data\masks\video_198_frame000127.jpg,127
605,video_198,c:\Crawl\video_retrieval_project\data\masks\video_198_frame000254.jpg,254
606,video_198,c:\Crawl\video_retrieval_project\data\masks\video_198_frame000381.jpg,381
607,video_199,c:\Crawl\video_retrieval_project\data\masks\video_199_frame000088.jpg,88
608,video_199,c:\Crawl\video_retrieval_project\data\masks\video_199_frame000176.jpg,176
609,video_199,c:\Crawl\video_retrieval_project\data\masks\video_199_frame000264.jpg,264
610,video_200,c:\Crawl\video_retrieval_project\data\masks\video_200_frame000139.jpg,139
611,video_200,c:\Crawl\video_retrieval_project\data\masks\video_200_frame000278.jpg,278
612,video_200,c:\Crawl\video_retrieval_project\data\masks\video_200_frame000417.jpg,417
613,video_201,c:\Crawl\video_retrieval_project\data\masks\video_201_frame000091.jpg,91
614,video_201,c:\Crawl\video_retrieval_project\data\masks\video_201_frame000182.jpg,182
615,video_201,c:\Crawl\video_retrieval_project\data\masks\video_201_frame000273.jpg,273
616,video_202,c:\Crawl\video_retrieval_project\data\masks\video_202_frame000191.jpg,191
617,video_202,c:\Crawl\video_retrieval_project\data\masks\video_202_frame000382.jpg,382
618,video_202,c:\Crawl\video_retrieval_project\data\masks\video_202_frame000573.jpg,573
619,video_203,c:\Crawl\video_retrieval_project\data\masks\video_203_frame000095.jpg,95
620,video_203,c:\Crawl\video_retrieval_project\data\masks\video_203_frame000190.jpg,190
621,video_203,c:\Crawl\video_retrieval_project\data\masks\video_203_frame000285.jpg,285
622,video_204,c:\Crawl\video_retrieval_project\data\masks\video_204_frame000093.jpg,93
623,video_204,c:\Crawl\video_retrieval_project\data\masks\video_204_frame000186.jpg,186
624,video_204,c:\Crawl\video_retrieval_project\data\masks\video_204_frame000279.jpg,279
625,video_205,c:\Crawl\video_retrieval_project\data\masks\video_205_frame000169.jpg,169
626,video_205,c:\Crawl\video_retrieval_project\data\masks\video_205_frame000338.jpg,338
627,video_205,c:\Crawl\video_retrieval_project\data\masks\video_205_frame000507.jpg,507
628,video_206,c:\Crawl\video_retrieval_project\data\masks\video_206_frame000148.jpg,148
629,video_206,c:\Crawl\video_retrieval_project\data\masks\video_206_frame000296.jpg,296
630,video_206,c:\Crawl\video_retrieval_project\data\masks\video_206_frame000444.jpg,444
631,video_207,c:\Crawl\video_retrieval_project\data\masks\video_207_frame000099.jpg,99
632,video_207,c:\Crawl\video_retrieval_project\data\masks\video_207_frame000198.jpg,198
633,video_207,c:\Crawl\video_retrieval_project\data\masks\video_207_frame000297.jpg,297
634,video_208,c:\Crawl\video_retrieval_project\data\masks\video_208_frame000085.jpg,85
635,video_208,c:\Crawl\video_retrieval_project\data\masks\video_208_frame000170.jpg,170
636,video_208,c:\Crawl\video_retrieval_project\data\masks\video_208_frame000255.jpg,255
637,video_209,c:\Crawl\video_retrieval_project\data\masks\video_209_frame000121.jpg,121
638,video_209,c:\Crawl\video_retrieval_project\data\masks\video_209_frame000242.jpg,242
639,video_209,c:\Crawl\video_retrieval_project\data\masks\video_209_frame000363.jpg,363
640,video_210,c:\Crawl\video_retrieval_project\data\masks\video_210_frame000126.jpg,126
641,video_210,c:\Crawl\video_retrieval_project\data\masks\video_210_frame000252.jpg,252
642,video_210,c:\Crawl\video_retrieval_project\data\masks\video_210_frame000378.jpg,378
643,video_211,c:\Crawl\video_retrieval_project\data\masks\video_211_frame000074.jpg,74
644,video_211,c:\Crawl\video_retrieval_project\data\masks\video_211_frame000148.jpg,148
645,video_211,c:\Crawl\video_retrieval_project\data\masks\video_211_frame000222.jpg,222
646,video_211,c:\Crawl\video_retrieval_project\data\masks\video_211_frame000404.jpg,404
647,video_211,c:\Crawl\video_retrieval_project\data\masks\video_211_frame000509.jpg,509
